size_sqm,price_uds
143.63502971184062,149498.02971184062
287.67857660247904,295468.57660247904
232.99848545285127,245406.48545285128
199.66462104925915,213419.62104925915
89.00466011060914,99120.66011060914
88.99863008405066,106381.63008405066
64.52090304204987,75539.90304204987
266.54403644373383,273301.03644373384
200.2787529358022,220098.75293580221
227.01814444901137,239592.14444901136
55.14612357395061,66520.12357395061
292.4774630404986,304369.4630404986
258.11066020010543,264788.6602001054
103.08477766956904,111326.77766956904
95.45624180177515,105092.24180177515
95.85112746335845,101910.12746335845
126.06056073988444,137728.56073988444
181.18910790805947,199660.10790805946
157.98625466052894,172900.25466052894
122.80728504951048,139313.28504951048
202.96322368059487,211120.22368059488
84.87346516301045,95788.46516301045
123.03616213380454,138853.16213380452
141.59046082342292,157511.4608234229
164.01749605425897,183909.49605425898
246.2939903482534,261082.9903482534
99.91844553958992,116170.44553958993
178.5586096034029,186251.6096034029
198.1036422155106,216186.6422155106
61.61260317999943,79951.60317999942
201.8862129753596,220817.2129753596
92.63103092182288,101258.03092182288
66.26289824631988,80817.89824631988
287.2213843133333,302394.3843133333
291.40800826863983,301858.00826863985
252.09933702911528,258762.33702911527
126.15344229334268,140874.44229334267
74.41802850159597,89648.02850159597
221.05825662803923,231650.25662803923
160.03812343490034,176532.12343490034
80.5095587111947,95938.5587111947
173.79422752781755,186186.22752781757
58.5971302788046,77293.1302788046
277.3301005196955,296018.1005196955
114.69499540000423,121000.99540000423
215.6305710884955,232851.5710884955
127.92776902235273,139703.76902235273
180.0170052944527,195884.0052944527
186.67756983581992,204937.56983581992
96.21361388138176,107077.61388138177
292.3961569411397,306870.15694113966
243.78320584027864,256309.20584027865
284.87473539104724,298775.73539104726
273.70683760691225,284281.83760691225
199.47499470277128,210004.99470277128
280.4685587557792,298404.55875577923
72.12312551297987,81536.12551297987
98.9957156047863,107743.7156047863
61.30682222763451,79851.82222763452
131.33258269081608,149303.58269081608
147.1693224223705,152832.3224223705
117.83725794347397,124835.25794347397
257.18437728798233,270178.3772879823
139.18833167339733,155825.33167339733
120.23362742184518,137168.6274218452
185.67402078956212,204593.0207895621
85.23105624369066,91726.05624369066
250.54924518850993,258853.24518850993
68.6376609199427,77400.6609199427
296.72173415012935,306953.73415012937
243.06119232416435,249914.19232416435
99.6789203835431,118486.9203835431
51.3805292809006,62965.529280900606
253.86535711370854,271716.3571137085
226.71433596190428,233005.3359619043
232.25179201024682,240832.7920102468
242.81758667148642,259466.58667148644
68.5111629335226,81065.1629335226
139.61643213606817,151896.43213606818
78.96726488128243,85603.26488128243
265.7758564688984,274471.85646889836
205.82453170688947,222015.53170688948
132.7245062131623,149068.5062131623
65.88958757150591,71587.58757150591
127.74558042891555,143097.58042891556
131.29583050668674,148584.83050668673
232.40154458451602,242138.54458451603
209.38936783880328,228944.36783880327
271.8031856440816,290680.1856440816
168.05373129048732,173907.7312904873
79.89856148457542,93062.56148457542
228.31119680574875,239166.19680574874
240.19626215422437,252588.26215422436
190.31929939237406,201847.29939237406
242.74179498864024,259407.79498864023
173.4488990910977,192397.8990910977
180.68320734549852,190932.20734549852
156.8852545896374,167057.25458963742
56.3547816860238,63061.7816860238
76.97285674832611,92941.85674832611
